Cikkszám,asd,Termék Név,Rövid Leírás,Tulajdonságok,Paraméter: Kategória||text,Paraméter: Márka||text,Paraméter: Fit||text,Paraméter: Méretek||textmore,Paraméter: Válasszon méretet||text,Paraméter: Szín||text,Paraméter: Nem||text,Paraméter: Anyag||text,Paraméter: EAN||text,Paraméter: VTSZ||text,Paraméter: Méret||text,Paraméter: Típus||text,Paraméter: Rugalmasság||text,Paraméter: Controller||text,Paraméter: Vízállóság||text,Paraméter: Íz||text
BL_PZ_TO9471782_S,1,tommy hilfiger male filter boxer to9471782,Cikkszám: BL_PZ_TO9471782_S,"tommy hilfiger men's underwear, brand name inscription, 3 pcs, boxer",boxer,TOMMY HILFIGER,,S,S,gray,Men,100% cotton,,,S,,,,,
BL_PZ_TO9471782_XL,1,tommy hilfiger male filter boxer to9471782,Cikkszám: BL_PZ_TO9471782_XL,"tommy hilfiger men's underwear, brand name inscription, 3 pcs, boxer",boxer,TOMMY HILFIGER,,XL,XL,gray,Men,100% cotton,,,XL,,,,,
BL_PZ_TO9528062,3,tommy hilfiger man in black long sleeve shirt to9528062,,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_TO9528062_2XL,1,tommy hilfiger man in black long sleeve shirt to9528062,Cikkszám: BL_PZ_TO9528062_2XL,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,2XL,2XL,black,Men,100% cotton,,,2XL,,,,,
BL_PZ_TO9528062_L,1,tommy hilfiger man in black long sleeve shirt to9528062,Cikkszám: BL_PZ_TO9528062_L,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_TO9528062_M,1,tommy hilfiger man in black long sleeve shirt to9528062,Cikkszám: BL_PZ_TO9528062_M,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_TO9528062_S,1,tommy hilfiger man in black long sleeve shirt to9528062,Cikkszám: BL_PZ_TO9528062_S,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_TO9528062_XL,1,tommy hilfiger man in black long sleeve shirt to9528062,Cikkszám: BL_PZ_TO9528062_XL,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_TO9608531,3,tommy hilfiger man white long sleeve shirt to9608531,,tommy hilfiger man in checkered shirt with small logo,shirt,TOMMY HILFIGER,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_TO9608531_M,1,tommy hilfiger man white long sleeve shirt to9608531,Cikkszám: BL_PZ_TO9608531_M,tommy hilfiger man in checkered shirt with small logo,shirt,TOMMY HILFIGER,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_TO9713756,3,tommy hilfiger man in white short sleeve top to9713756,,"tommy hilfiger men's round neck slim small logos short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_TO9713756_2XL,1,tommy hilfiger man in white short sleeve top to9713756,Cikkszám: BL_PZ_TO9713756_2XL,"tommy hilfiger men's round neck slim small logos short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_TO9713756_3XL,1,tommy hilfiger man in white short sleeve top to9713756,Cikkszám: BL_PZ_TO9713756_3XL,"tommy hilfiger men's round neck slim small logos short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,3XL,3XL,white,Men,100% cotton,,,3XL,,,,,
BL_PZ_TO9713756_XL,1,tommy hilfiger man in white short sleeve top to9713756,Cikkszám: BL_PZ_TO9713756_XL,"tommy hilfiger men's round neck slim small logos short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_TO9750257,3,tommy hilfiger men's burgundy sweater to9750257,,"tommy hilfiger man with v-neck long sleeve top, cuff section with small embroidered logo, sweater",sweater,TOMMY HILFIGER,,,,claret,Men,100% cotton,,,,,,,,
BL_PZ_TO9750257_L,1,tommy hilfiger men's burgundy sweater to9750257,Cikkszám: BL_PZ_TO9750257_L,"tommy hilfiger man with v-neck long sleeve top, cuff section with small embroidered logo, sweater",sweater,TOMMY HILFIGER,,L,L,claret,Men,100% cotton,,,L,,,,,
BL_PZ_TO9750257_M,1,tommy hilfiger men's burgundy sweater to9750257,Cikkszám: BL_PZ_TO9750257_M,"tommy hilfiger man with v-neck long sleeve top, cuff section with small embroidered logo, sweater",sweater,TOMMY HILFIGER,,M,M,claret,Men,100% cotton,,,M,,,,,
BL_PZ_TO9750257_XL,1,tommy hilfiger men's burgundy sweater to9750257,Cikkszám: BL_PZ_TO9750257_XL,"tommy hilfiger man with v-neck long sleeve top, cuff section with small embroidered logo, sweater",sweater,TOMMY HILFIGER,,XL,XL,claret,Men,100% cotton,,,XL,,,,,
BL_PZ_TO9882807,3,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,,,light blue,Women,92% Cotton 8% Elastane,,,,,,,,
BL_PZ_TO9882807_2XL,1,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,Cikkszám: BL_PZ_TO9882807_2XL,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,2XL,2XL,light blue,Women,92% Cotton 8% Elastane,,,2XL,,,,,
BL_PZ_TO9882807_L,1,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,Cikkszám: BL_PZ_TO9882807_L,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,L,L,light blue,Women,92% Cotton 8% Elastane,,,L,,,,,
BL_PZ_TO9882807_M,1,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,Cikkszám: BL_PZ_TO9882807_M,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,M,M,light blue,Women,92% Cotton 8% Elastane,,,M,,,,,
BL_PZ_TO9882807_S,1,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,Cikkszám: BL_PZ_TO9882807_S,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,S,S,light blue,Women,92% Cotton 8% Elastane,,,S,,,,,
BL_PZ_TO9882807_XL,1,Tommy Hilfiger Women's Light Blue Short Sleeve Top To9882807,Cikkszám: BL_PZ_TO9882807_XL,"tommy hilfiger female v-neck small logo short sleeve top, t-shirt",short sleeve top,TOMMY HILFIGER,,XL,XL,light blue,Women,92% Cotton 8% Elastane,,,XL,,,,,
BL_PZ_TO9944267,3,tommy hilfiger man pale blue long sleeve shirt to9944267,,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,,,pale blue,Men,100% cotton,,,,,,,,
BL_PZ_TO9944267_2XL,1,tommy hilfiger man pale blue long sleeve shirt to9944267,Cikkszám: BL_PZ_TO9944267_2XL,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,2XL,2XL,pale blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_TO9944267_L,1,tommy hilfiger man pale blue long sleeve shirt to9944267,Cikkszám: BL_PZ_TO9944267_L,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,L,L,pale blue,Men,100% cotton,,,L,,,,,
BL_PZ_TO9944267_M,1,tommy hilfiger man pale blue long sleeve shirt to9944267,Cikkszám: BL_PZ_TO9944267_M,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,M,M,pale blue,Men,100% cotton,,,M,,,,,
BL_PZ_TO9944267_S,1,tommy hilfiger man pale blue long sleeve shirt to9944267,Cikkszám: BL_PZ_TO9944267_S,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,S,S,pale blue,Men,100% cotton,,,S,,,,,
BL_PZ_TO9944267_XL,1,tommy hilfiger man pale blue long sleeve shirt to9944267,Cikkszám: BL_PZ_TO9944267_XL,tommy hilfiger men's long sleeve shirt with small embroidered logo,shirt,TOMMY HILFIGER,,XL,XL,pale blue,Men,100% cotton,,,XL,,,,,
BL10004,1,U. polo men's short sleeve top,Cikkszám: BL10004,<!HTML KOD>,,U.S. Polo,,XL,XL,Gray,Men,,,,XL,,,,,
BL10007_32-32,1,diesel belther man in jeans,Cikkszám: BL10007,"Composition: 100% cotton, washable at 40 ° C <br /> Italian scaling",pants,DIESEL Belther,,32/32,32/32,BLUE,Men,,,,32/32,,,,,
BL10008_31-32,1,diesel buster man in jeans,Cikkszám: BL10008,"Composition: 100% cotton, washable at 40 ° C <br /> Italian scaling",pants,DIESEL Buster,,31/32,31/32,BLUE,Men,,,,31/32,,,,,
BL10008_32-32,1,diesel buster man in jeans,Cikkszám: BL10008,"Composition: 100% cotton, washable at 40 ° C <br /> Italian scaling",pants,DIESEL Buster,,32/32,32/32,BLUE,Men,,,,32/32,,,,,
BL10008_33-32,1,diesel buster man in jeans,Cikkszám: BL10008,"Composition: 100% cotton, washable at 40 ° C <br /> Italian scaling",pants,DIESEL Buster,,33/32,33/32,BLUE,Men,,,,33/32,,,,,
BL10008a,3,diesel buster man in jeans,Cikkszám: BL10008,"Composition: 100% cotton, washable at 40 ° C <br /> Italian scaling",pants,DIESEL Buster,,31/32,31/32,BLUE,Men,,,,31/32,,,,,
BL10016_L,1,gianfranco ferre hooded sweatshirt,Cikkszám: BL10016_L,"gianfranco ferre heater top Fall / Winter Collection 2016<br />Men's Black Heater Top Size l Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket<br />washing temperature: 30 ° c",zip closure,Gianfranco Ferre,,L,L,,Men,,,,L,,,,,
BL10016_XL,1,gianfranco ferre hooded sweatshirt,Cikkszám: BL10016_XL,"gianfranco ferre heater top Fall / Winter Collection 2016<br />Men's Black Heater Top Size l Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket<br />washing temperature: 30 ° c",zip closure,Gianfranco Ferre,,XL,XL,,Men,,,,XL,,,,,
BL10016a,3,gianfranco ferre hooded sweatshirt,Cikkszám: BL10016a,"gianfranco ferre heater top Fall / Winter Collection 2016<br />Men's Black Heater Top Size l Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket<br />washing temperature: 30 ° c",zip closure,Gianfranco Ferre,,,,,Men,,,,,,,,,
BL10019_XL,1,gianfranco ferre hood warmer top,Cikkszám: BL10019,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,XL,XL,GRAY,Men,,,,XL,,,,,
BL10019_XXL,1,gianfranco ferre hood warmer top,Cikkszám: BL10019,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,XXL,XXL,GRAY,Men,,,,XXL,,,,,
BL10019a,3,gianfranco ferre hood warmer top,Cikkszám: BL10019,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,XL,XL,GRAY,Men,,,,XL,,,,,
BL10021_L,1,gianfranco ferre hood warmer top,Cikkszám: BL10021,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,L,L,BLUE,Men,,,,L,,,,,
BL10021_M,1,gianfranco ferre hood warmer top,Cikkszám: BL10021,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,M,M,BLUE,Men,,,,M,,,,,
BL10021_XL,1,gianfranco ferre hood warmer top,Cikkszám: BL10021,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,XL,XL,BLUE,Men,,,,XL,,,,,
BL10021a,3,gianfranco ferre hood warmer top,Cikkszám: BL10021,"Composition: 65% polyester, 35% cotton adjustable hood kangaroo pocket <br /> washing temperature: 30 ° C <br /> Italian scaling",zip closure,GIANFRANCO FERRE,,M,M,BLUE,Men,,,,M,,,,,
BL10026_M,1,halifax female short quilted jacket,Cikkszám: BL10026,"with double zip front zip pockets with elastic waistband <br /> Composition: polyester washed in cold water, slightly spun <br /> Italian scaling","jacket, jacket",HALIFAX,,M,M,BLUE,Women,,,,M,,,,,
BL10027_37,1,us polo assn high-heeled white torso shoes,Cikkszám: BL10027_37,"U. polo assn. tall white trousers, unisex size 37 Composition: 100% cotton inner fabric rubber outsole",sport shoes,U.S. Polo Assn by Ralph Lauren,,37,37,,Women,,,,37,,,,,
BL10027_40,1,us polo assn high-heeled white torso shoes,Cikkszám: BL10027_40,"U. polo assn. tall white trousers, unisex Composition: 100% cotton inner fabric rubber outsole",sport shoes,U.S. Polo Assn by Ralph Lauren,,40,40,,Women,,,,40,,,,,
BL10027a,3,us polo assn high-heeled white torso shoes,Cikkszám: BL10027a,"U. polo assn. tall white trousers, unisex Composition: 100% cotton inner fabric rubber outsole",sport shoes,U.S. Polo Assn by Ralph Lauren,,,,,Women,,,,,,,,,
BL10032_S,1,"von furstenberg ladies polo, hooded top",Cikkszám: BL10032,Composition: 100% polyester <br /> Italian scaling,sweatshirt pullover,VON FURSTENBERG,,S,S,BLACK,Women,,,,S,,,,,
BL10034_L,1,"von furstenberg ladies polo, hooded top",Cikkszám: BL10034,Composition: 100% polyester <br /> Italian scaling,sweatshirt pullover,VON FURSTENBERG,,L,L,GRAY,Women,,,,L,,,,,
BL10034_M,1,"von furstenberg ladies polo, hooded top",Cikkszám: BL10034,Composition: 100% polyester <br /> Italian scaling,sweatshirt pullover,VON FURSTENBERG,,M,M,GRAY,Women,,,,M,,,,,
BL10034_S,1,"von furstenberg ladies polo, hooded top",Cikkszám: BL10034,Composition: 100% polyester <br /> Italian scaling,sweatshirt pullover,VON FURSTENBERG,,S,S,GRAY,Women,,,,S,,,,,
BL10034a,3,"von furstenberg ladies polo, hooded top",Cikkszám: BL10034,Composition: 100% polyester <br /> Italian scaling,sweatshirt pullover,VON FURSTENBERG,,M,M,GRAY,Women,,,,M,,,,,
BL10038_37,1,ana lublin eco leather ladies boots black,Cikkszám: BL10038_37,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,37,37,,Women,,,,37,,,,,
BL10038_38,1,ana lublin eco leather ladies boots black,Cikkszám: BL10038_38,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,38,38,,Women,,,,38,,,,,
BL10038_39,1,ana lublin eco leather ladies boots black,Cikkszám: BL10038_39,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,39,39,,Women,,,,39,,,,,
BL10038_40,1,ana lublin eco leather ladies boots black,Cikkszám: BL10038_40,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,40,40,,Women,,,,40,,,,,
BL10038_41,1,ana lublin eco leather ladies boots black,Cikkszám: BL10038_41,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,41,41,,Women,,,,41,,,,,
BL10038a,3,ana lublin eco leather ladies boots black,Cikkszám: BL10038a,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zipper<br />heel height: 3 cm",boots,Ana Lublin,,,,,Women,,,,,,,,,
BL10044_36,1,ana lublin eco leather ladies boots black,Cikkszám: BL10044_36,"ana lublin women's boots size 36.<br />Autumn-Winter Collection tall, flexible on the side.<br />upper part of rubber and synthetic material within synthetic material rubber heel height: 4 cm rounded, side zipper, buckle",boots,Ana Lublin,,36,36,,Women,,,,36,,,,,
BL10044_38,1,ana lublin eco leather ladies boots black,Cikkszám: BL10044_38,"ana lublin women's boots size 36.<br />Autumn-Winter Collection tall, flexible on the side.<br />upper part of rubber and synthetic material within synthetic material rubber heel height: 4 cm rounded, side zipper, buckle",boots,Ana Lublin,,38,38,,Women,,,,38,,,,,
BL10044_40,1,ana lublin eco leather ladies boots black,Cikkszám: BL10044_40,"ana lublin women's boots size 36.<br />Autumn-Winter Collection tall, flexible on the side.<br />upper part of rubber and synthetic material within synthetic material rubber heel height: 4 cm rounded, side zipper, buckle",boots,Ana Lublin,,40,40,,Women,,,,40,,,,,
BL10044_41,1,ana lublin eco leather ladies boots black,Cikkszám: BL10044_41,"ana lublin women's boots size 36.<br />Autumn-Winter Collection tall, flexible on the side.<br />upper part of rubber and synthetic material within synthetic material rubber heel height: 4 cm rounded, side zipper, buckle",boots,Ana Lublin,,41,41,,Women,,,,41,,,,,
BL10044a,3,ana lublin eco leather ladies boots black,Cikkszám: BL10044a,"ana lublin women's boots size 36.<br />Autumn-Winter Collection tall, flexible on the side.<br />upper part of rubber and synthetic material within synthetic material rubber heel height: 4 cm rounded, side zipper, buckle",boots,Ana Lublin,,,,,Women,,,,,,,,,
BL10050_36,1,ana lublin eco leather ladies boots black,Cikkszám: BL10050_36,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zippered, buckled<br />heel height: 3 cm",boots,Ana Lublin,,36,36,,Women,,,,36,,,,,
BL10050_40,1,ana lublin eco leather ladies boots black,Cikkszám: BL10050_40,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zippered, buckled<br />heel height: 3 cm",boots,Ana Lublin,,40,40,,Women,,,,40,,,,,
BL10050a,3,ana lublin eco leather ladies boots black,Cikkszám: BL10050a,"ana lublin women's boots size 36.<br />Autumn-Winter Collection high-altitude<br />top of the skin within synthetic material rubber rounded, side zippered, buckled<br />heel height: 3 cm",boots,Ana Lublin,,,,,Women,,,,,,,,,
BL10073,1,fountain 2.0 women's jacket,Cikkszám: BL10073,"fountain 2.0 women's coat red size 40.<br />short zipper, two outer pockets, one pocket with pocket fixed hood with detachable eco fur outer composition: 100% nylon, lining: 100% polyester, fur: 80% acrylic, 20% polyester<br />hand washable","jacket, jacket",Fontana 2.0,,42,42,,Women,,,,42,,,,,
BL10079_30-34,1,gas mitch men's jeans,Cikkszám: BL10079_30-34,"gas men's jeans gray size 30.<br />size: 34<br />98% cotton, 2% elastane Washable at 40 ° C",pants,Gas,,30/34,30/34,,Men,,,,30/34,,,,,
BL10079_32-34,1,gas mitch men's jeans,Cikkszám: BL10079_32-34,"gas men's jeans gray size 30.<br />size: 34<br />98% cotton, 2% elastane Washable at 40 ° C",pants,Gas,,32/34,32/34,,Men,,,,32/34,,,,,
BL10079a,3,gas mitch men's jeans,Cikkszám: BL10079a,"gas men's jeans gray size 30.<br />size: 34<br />98% cotton, 2% elastane Washable at 40 ° C",pants,Gas,,,,,Men,,,,,,,,,
BL10082_30-34,1,gas morris zip male jeans worn,Cikkszám: BL10082,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,30/34,30/34,BLUE,Men,,,,30/34,,,,,
BL10082_31-34,1,gas morris zip male jeans worn,Cikkszám: BL10082,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,31/34,31/34,BLUE,Men,,,,31/34,,,,,
BL10082_32-34,1,gas morris zip male jeans worn,Cikkszám: BL10082,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,32/34,32/34,BLUE,Men,,,,32/34,,,,,
BL10082_33-34,1,gas morris zip male jeans worn,Cikkszám: BL10082,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,33/34,33/34,BLUE,Men,,,,33/34,,,,,
BL10082a,3,gas morris zip male jeans worn,Cikkszám: BL10082,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,30/34,30/34,BLUE,Men,,,,30/34,,,,,
BL10086_30-34,1,gas morris zip male jeans worn,Cikkszám: BL10086,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,30/34,30/34,BLUE,Men,,,,30/34,,,,,
BL10086_32-34,1,gas morris zip male jeans worn,Cikkszám: BL10086,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,32/34,32/34,BLUE,Men,,,,32/34,,,,,
BL10086a,3,gas morris zip male jeans worn,Cikkszám: BL10086,"Composition: 98% cotton, 2% elastane, washable at 40 ° C <br /> Italian scaling",pants,GAS MORRIS ZIP,,30/34,30/34,BLUE,Men,,,,30/34,,,,,
BL10107,1,versace 1969 male boots,Cikkszám: BL10107,Versace 1969 Men's Boots Gray Size 42 100% Italian goods Autumn-Winter Collection upper part: original skirt<br />fitting flexible side inside the skin.<br />leather insole leather and rubber,boot,Versace 1969,,46,46,,Men,,,,46,,,,,
BL10112,1,versace 1969 male boots,Cikkszám: BL10112,Versace 1969 Men's Boots Brown Size 40 100% Italian goods Autumn-Winter Collection upper part: original skirt<br />fitting flexible side inside the skin.<br />leather insole leather and rubber,boot,Versace 1969,,40,40,,Men,,,,40,,,,,
BL10153,1,champion men's round t-shirt,Cikkszám: BL10153,"champion men's shirt, navy blue, size: s, composition: 100% cotton",short sleeve top,CHAMPION,,M,M,DARK BLUE,Men,,,,M,,,,,
BL10161a,3,champion men's round t-shirt,Cikkszám: BL10161a,"champion men's shirt, navy blue, size: s, composition: 100% cotton",short sleeve top,CHAMPION,,,,DARK BLUE,Men,,,,,,,,,
BL10177_S,1,champion men's round t-shirt,Cikkszám: BL10177_S,"champion men's t-shirt, blue, size: s, composition: 100% cotton",short sleeve top,CHAMPION,,S,S,Blue,Men,,,,S,,,,,
BL10177a,3,champion men's round t-shirt,Cikkszám: BL10177a,"champion men's t-shirt, blue, size: s, composition: 100% cotton",short sleeve top,CHAMPION,,,,Blue,Men,,,,,,,,,
BL10185a,1,champion men's round t-shirt,Cikkszám: BL10185a,"champion men's t-shirt, red, size: s, composition: 100% cotton",short sleeve top,CHAMPION,,,,Red,Men,,,,,,,,,
BL10201_39,1,hugo boss brendan female lambskin boots,Cikkszám: BL10201,"Composition: sole rubber, upper: calf leather heel height: 4 cm",boots,HUGO BOSS,,39,39,BLACK,Women,,,,39,,,,,
BL10218_L,1,hugo boss green bastiano short sleeve checkered man shirt,Cikkszám: BL10218,Composition: 100% cotton,short-sleeved shirt,HUGO BOSS,,L,L,GREEN,Men,,,,L,,,,,
BL10238_S,1,nautica checkered man with long sleeve shirt,Cikkszám: BL10238,Composition: 100% cotton,long-sleeved shirt,NAUTICA,,S,S,BLUE,Men,,,,S,,,,,
BL10282,1,next little girl's 3d color t-shirt set,Cikkszám: BL10282,next little girl 3d color polo set for 1 month<br />Material: 100% cotton,dress,NEXT,,6-9 hónapos,6-9 hónapos,,KIDS,,,,6-9 hónapos,,,,,
BL10292_32-32,1,esprit burgundy female eco skin slim fit pants,Cikkszám: BL10292,composition: eco skin,pants,ESPRIT,,32/32,32/32,Claret,Women,,,,32/32,,,,,
BL10296_30-34,1,esprit female floral pattern with slim fit jeans,Cikkszám: BL10296,Composition: 95% cotton 5% elastane,pants,ESPRIT,,30/34,30/34,GRAY,Women,,,,30/34,,,,,
BL10299_30-32,1,guess female velvet textile leather pants,Cikkszám: BL10299,Composition: textile leather,pants,GUESS,,30/32,30/32,BLACK,Women,,,,30/32,,,,,
BL10302_M,1,steve madden female eco leather fur motor jacket,Cikkszám: BL10302,"Composition: 60% eco leather, 40% cotton","jacket, jacket",STEVE MADDEN,,M,M,BLACK,Women,,,,M,,,,,
BL10311_48,1,ralph lauren man canvas vest,Cikkszám: BL10311,Composition: 100% cotton,vest,RALPH LAUREN,,48,48,WHITE,Men,,,,48,,,,,
BL10313,3,RALPH LAUREN men's casual woolen jacket,Cikkszám: BL10313,Composition: 95% cotton 5% cashmere,JACKET,RALPH LAUREN,,,,GRAY,Man,,,,,,,,,
BL10322_46-32,1,ralph lauren cotton-woven velvet pants,Cikkszám: BL10322,Composition: 100% wool,pants,RALPH LAUREN,,46/32,46/32,DARK GREEN,Men,,,,46/32,,,,,
BL10333_54,1,"ralph lauren men's casual plaid wool jacket, 100% wool",Cikkszám: BL10333,Composition: 95% cotton 5% cashmere,jacket,RALPH LAUREN,,54,54,BEIGE,Men,,,,54,,,,,
BL10341,3,RALPH LAUREN is a man's tailored tights,Cikkszám: BL10341,"Composition: 90% cotton, 10% cashmere",PANTS,RALPH LAUREN,,,,BLUE,Man,,,,,,,,,
BL10341_4432,1,RALPH LAUREN is a man's tailored tights,Cikkszám: BL10341_4432,"Composition: 90% cotton, 10% cashmere",PANTS,RALPH LAUREN,,44/32,44/32,BLUE,Man,,,,44/32,,,,,
BL10342_32-32,1,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,32/32,32/32,GRAY,Men,,,,32/32,,,,,
BL10342_36-32,1,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,36/32,36/32,GRAY,Men,,,,36/32,,,,,
BL10342_38-34,1,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,38/34,38/34,GRAY,Men,,,,38/34,,,,,
BL10342_40-34,1,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,40/34,40/34,GRAY,Men,,,,40/34,,,,,
BL10342_44-30,1,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,44/30,44/30,GRAY,Men,,,,44/30,,,,,
BL10342a,3,ralph lauren man in suit pants,Cikkszám: BL10342,"Composition: 90% cotton, 10% cashmere",pants,RALPH LAUREN,,44/30,44/30,GRAY,Men,,,,44/30,,,,,
BL10354,1,RALPH LAUREN Men's Classic Wool Suit Pants,Cikkszám: BL10354,"Composition: 70% wool, 30% cotton",PANTS,RALPH LAUREN,,32/32,32/32,beige,Man,,,,32/32,,,,,
BL10360,1,RALPH LAUREN men's fabric vest,Cikkszám: BL10360,"Composition: 90% cotton, 10% cashmere",VEST,RALPH LAUREN,,48,48,GRAY,Man,,,,48,,,,,
BL10470_48,1,hugo boss orange sandrew-w slim fit male french pocket-worn blue jeans 48,Cikkszám: BL10470,Composition: 100% cotton,pants,HUGO BOSS,,48,48,BLUE,Men,,,,48,,,,,
BL10475_M,1,"armani exchange exchange women's wool blazer, slender fit",Cikkszám: BL10475,Composition: 100% wool,jacket,ARMANI EXCHANGE,,M,M,GRAY,Women,,,,M,,,,,
